time,segment_id,speed,street,direction,from_street,to_street,length,bus_count,message_count,hour,day_of_week,month,start_latitude,start_longitude,end_latitude,end_longitude
2024-06-12T00:01:03.000,161,24.0,Ashland,SB,Addison,Belmont,0.5,1,7,0,4,6,41.9469911788,-87.6690419162,41.9396975636,-87.6688454399
2024-06-12T00:01:03.000,162,19.0,Ashland,SB,Irving Park,Addison,0.5,1,5,0,4,6,41.9542914171,-87.6692326667,41.9469911788,-87.6690419162
2024-06-12T00:01:03.000,166,24.0,Ashland,SB,Bryn Mawr,Foster,0.5,1,2,0,4,6,41.9834769032,-87.6700000222,41.976173197,-87.6697976396
2024-06-12T00:01:03.000,174,14.0,55th,WB,Western,California,0.5,1,5,0,4,6,41.7940137889,-87.684040386,41.7938280159,-87.6937965741
2024-06-12T00:01:03.000,175,18.0,Garfield,WB,Damen,Western,0.5,1,14,0,4,6,41.7940535229,-87.6742991606,41.7940137889,-87.684040386
2024-06-12T00:01:03.000,176,16.0,Garfield,WB,Ashland,Damen,0.5,1,14,0,4,6,41.7941615692,-87.6645803881,41.7940535229,-87.6742991606
2024-06-12T00:01:03.000,177,27.0,Garfield,WB,Racine,Ashland,0.5,1,1,0,4,6,41.7943090849,-87.6548728011,41.7941615692,-87.6645803881
2024-06-12T00:01:03.000,179,31.0,Garfield,WB,Dan Ryan Expy,Halsted,0.72,1,2,0,4,6,41.7946718587,-87.6311253178,41.7944390571,-87.6451588943
2024-06-12T00:01:03.000,180,23.0,Garfield,WB,State,Dan Ryan Expy,0.27,1,9,0,4,6,41.7947803916,-87.6256995376,41.7946718587,-87.6311253178
2024-06-12T00:01:03.000,181,21.0,Garfield,WB,Dr Martin L King Jr,State,0.5,1,10,0,4,6,41.7949380152,-87.6159795443,41.7947803916,-87.6256995376
2024-06-12T00:01:03.000,185,23.0,87th,EB,Central Park,Kedzie,0.5,1,6,0,4,6,41.7348842334,-87.7119953299,41.735083368,-87.7020978703
2024-06-12T00:01:03.000,188,25.0,North,EB,Central Park,Kedzie,0.5,1,2,0,4,6,41.9098569484,-87.7167020015,41.909978124,-87.7069618067
2024-06-12T00:01:03.000,189,25.0,North,EB,Kedzie,California,0.51,1,12,0,4,6,41.909978124,-87.7069618067,41.9100801383,-87.6970362251
2024-06-12T00:01:03.000,190,23.0,North,EB,California,Western,0.49,1,13,0,4,6,41.9100801383,-87.6970362251,41.9101836642,-87.6872220807
2024-06-12T00:01:03.000,191,19.0,North,EB,Western,Damen,0.5,1,10,0,4,6,41.9101836642,-87.6872220807,41.9103355405,-87.6775874547
2024-06-12T00:01:03.000,192,20.0,North,EB,Damen,Ashland,0.5,1,12,0,4,6,41.9103355405,-87.6775874547,41.9104930855,-87.6676930451
2024-06-12T00:01:03.000,195,25.0,North,EB,Halsted,LaSalle,0.78,1,9,0,4,6,41.9107824177,-87.6482730398,41.9110250802,-87.6331523771
2024-06-12T00:01:03.000,196,27.0,North,WB,Oak Park,Harlem,0.56,1,4,0,4,6,41.9091729382,-87.7948024476,41.9090033229,-87.8057579864
2024-06-12T00:01:03.000,197,27.0,North,WB,Narragansett,Oak Park,0.5,1,9,0,4,6,41.909248873,-87.7849627555,41.9091729382,-87.7948024476
2024-06-12T00:01:03.000,198,27.0,North,WB,Austin,Narragansett,0.48,1,8,0,4,6,41.9093998422,-87.7756143071,41.909248873,-87.7849627555
2024-06-12T00:01:03.000,199,23.0,North,WB,Central,Austin,0.51,1,13,0,4,6,41.9095159354,-87.7657229523,41.9093998422,-87.7756143071
2024-06-12T00:01:03.000,200,17.0,North,WB,Laramie,Central,0.51,1,11,0,4,6,41.9096384783,-87.7557943854,41.9095159354,-87.7657229523
2024-06-12T00:01:03.000,202,27.0,North,WB,Kostner,Cicero,0.5,1,5,0,4,6,41.9098927671,-87.7362618327,41.9097629867,-87.7461131909
2024-06-12T00:01:03.000,203,23.0,North,WB,Pulaski,Kostner,0.51,1,13,0,4,6,41.9100238945,-87.7263294053,41.9098927671,-87.7362618327
2024-06-12T00:01:03.000,204,23.0,North,WB,Central Park,Pulaski,0.49,1,11,0,4,6,41.9101313576,-87.7166993605,41.9100238945,-87.7263294053
2024-06-12T00:01:03.000,205,25.0,North,WB,Kedzie,Central Park,0.5,1,7,0,4,6,41.9102525328,-87.706959124,41.9101313576,-87.7166993605
2024-06-12T00:01:03.000,209,26.0,North,WB,Ashland,Damen,0.5,1,13,0,4,6,41.9107674921,-87.6676901941,41.9106099476,-87.6775846462
2024-06-12T00:01:03.000,210,25.0,North,WB,Elston,Ashland,0.28,1,5,0,4,6,41.910843339,-87.6621596195,41.9107674921,-87.6676901941
2024-06-12T00:01:04.000,30,28.0,Pulaski,NB,63rd,59th,0.5,1,1,0,4,6,41.7786572624,-87.7225767893,41.7859356046,-87.7228471654
2024-06-12T00:01:04.000,31,27.0,Pulaski,NB,59th,55th,0.5,1,9,0,4,6,41.7859356046,-87.722778136,41.7932034198,-87.7230445278
2024-06-12T00:01:04.000,32,19.0,Pulaski,NB,55th,Archer,0.62,1,11,0,4,6,41.7932034198,-87.7229756027,41.802316468,-87.7233273471
2024-06-12T00:01:04.000,33,35.0,Pulaski,NB,Archer,47th,0.38,1,7,0,4,6,41.802316468,-87.7232409373,41.8078826502,-87.7234560048
2024-06-12T00:01:04.000,37,33.0,Pulaski,NB,31st,26th,0.5,1,10,0,4,6,41.8368812942,-87.7241670914,41.8442541875,-87.7244396463
2024-06-12T00:01:04.000,38,34.0,Pulaski,NB,26th,Cermak,0.5,1,8,0,4,6,41.8442541875,-87.7243697591,41.8515455888,-87.7246442132
2024-06-12T00:01:04.000,39,31.0,Pulaski,NB,Cermak,16th,0.5,1,11,0,4,6,41.8515455888,-87.7245751041,41.8588673534,-87.7248408908
2024-06-12T00:01:04.000,41,17.0,Pulaski,NB,Roosevelt,Van Buren,0.62,1,6,0,4,6,41.8661711575,-87.7249869344,41.8752753838,-87.7253813295
2024-06-12T00:01:04.000,42,16.0,Pulaski,NB,Van Buren,Washington,0.46,1,14,0,4,6,41.8752753838,-87.7252950746,41.8819364677,-87.7255863086
2024-06-12T00:01:04.000,43,19.0,Pulaski,NB,Washington,Lake,0.24,1,6,0,4,6,41.8819364677,-87.7255232056,41.8854658549,-87.7256546637
2024-06-12T00:01:04.000,44,21.0,Pulaski,NB,Lake,Chicago,0.68,1,13,0,4,6,41.8854658549,-87.7256212259,41.8953666789,-87.725990629
2024-06-12T00:01:04.000,48,25.0,Pulaski,NB,North Ave,Armitage,0.5,1,7,0,4,6,41.9098857185,-87.7261470243,41.9171651852,-87.7264442053
2024-06-12T00:01:04.000,49,25.0,Pulaski,NB,Armitage,Fullerton,0.5,1,10,0,4,6,41.9171651852,-87.7263752552,41.9244829851,-87.7266541696
2024-06-12T00:01:04.000,50,29.0,Pulaski,NB,Fullerton,Diversey,0.5,1,10,0,4,6,41.9244829851,-87.7265848616,41.9317893922,-87.726864157
2024-06-12T00:01:04.000,51,27.0,Pulaski,NB,Diversey,Milwaukee,0.65,1,9,0,4,6,41.9317893922,-87.726794963,41.9411668426,-87.7271516758
2024-06-12T00:01:04.000,62,31.0,Pulaski,SB,95th,99th,0.5,1,8,0,4,6,41.7205390182,-87.7215908065,41.7131747577,-87.7213743744
2024-06-12T00:01:04.000,63,33.0,Pulaski,SB,91st,95th,0.5,1,14,0,4,6,41.7279279345,-87.721966073,41.7205390182,-87.7215908065
2024-06-12T00:01:04.000,64,33.0,Pulaski,SB,87th,91st,0.5,1,6,0,4,6,41.7348605537,-87.7216776788,41.7279279345,-87.721966073
2024-06-12T00:01:04.000,65,25.0,Pulaski,SB,83rd,87th,0.5,1,12,0,4,6,41.7421819618,-87.7219287929,41.7348605537,-87.7216776788
2024-06-12T00:01:04.000,66,25.0,Pulaski,SB,79th,83rd,0.5,1,12,0,4,6,41.7495734287,-87.7221640524,41.7421819618,-87.7219287929
2024-06-12T00:01:04.000,67,29.0,Pulaski,SB,71st,79th,1.0,1,6,0,4,6,41.7641031795,-87.7226046555,41.7495734287,-87.7221640524
2024-06-12T00:01:04.000,72,25.0,Pulaski,SB,Archer,55th,0.62,2,11,0,4,6,41.8023203612,-87.72367443040001,41.793207314,-87.7234089919
2024-06-12T00:01:04.000,73,26.0,Pulaski,SB,47th,Archer,0.38,3,7,0,4,6,41.8078865428,-87.7238367819,41.8023203612,-87.72367443040001
2024-06-12T00:01:04.000,74,32.0,Pulaski,SB,43rd,47th,0.5,3,21,0,4,6,41.815198411,-87.7241121224,41.8078865428,-87.7238367819
2024-06-12T00:01:04.000,75,36.0,Pulaski,SB,I-55 Expy,43rd,0.53,3,11,0,4,6,41.8229936666,-87.7243007082,41.815198411,-87.7241121224
2024-06-12T00:01:04.000,76,32.0,Pulaski,SB,31st,I-55 Expy,0.95,3,19,0,4,6,41.8368851841,-87.7246009792,41.8229936666,-87.7243007082
2024-06-12T00:01:04.000,77,25.0,Pulaski,SB,26th,31st,0.5,1,9,0,4,6,41.8442580766,-87.72480373110001,41.8368851841,-87.7246009792
2024-06-12T00:01:04.000,78,25.0,Pulaski,SB,Cermak,26th,0.5,1,5,0,4,6,41.8515494772,-87.7250091595,41.8442580766,-87.72480373110001
2024-06-12T00:01:04.000,85,29.0,Pulaski,SB,Division,Chicago,0.5,2,22,0,4,6,41.9026743655,-87.72655391580001,41.8953705621,-87.72633140960001
2024-06-12T00:01:04.000,86,21.0,Pulaski,SB,Grand,Division,0.24,1,4,0,4,6,41.9061589395,-87.7266587113,41.9026743655,-87.72655391580001
2024-06-12T00:01:04.000,87,18.0,Pulaski,SB,North Ave,Grand,0.5,1,4,0,4,6,41.9098896012,-87.726581748,41.9061589395,-87.7266587113
2024-06-12T00:01:04.000,92,28.0,Pulaski,SB,Irving Park,Milwaukee,0.85,1,19,0,4,6,41.9536506962,-87.72786858250001,41.9411707218,-87.72749796560001
2024-06-12T00:01:04.000,93,27.0,Pulaski,SB,Elston,Irving Park,0.4,1,7,0,4,6,41.9596167084,-87.72804055270001,41.9536506962,-87.72786858250001
2024-06-12T00:01:04.000,94,26.0,Pulaski,SB,Lawrence,Elston,0.6,1,14,0,4,6,41.96824521,-87.728279105,41.9596167084,-87.72804055270001
2024-06-12T00:01:04.000,101,26.0,Ashland,NB,83rd,79th,0.5,1,1,0,4,6,41.7430756949,-87.6630683582,41.7503560091,-87.6632541367
2024-06-12T00:01:04.000,102,30.0,Ashland,NB,79th,71st,1.0,3,19,0,4,6,41.7503560091,-87.6632541367,41.7649079607,-87.663612718
2024-06-12T00:01:04.000,103,31.0,Ashland,NB,71st,67th,0.5,1,9,0,4,6,41.7649079607,-87.663612718,41.7721909488,-87.6638378447
2024-06-12T00:01:04.000,104,27.0,Ashland,NB,67th,63rd,0.5,1,9,0,4,6,41.7721909488,-87.6638378447,41.7794635041,-87.6640374592
2024-06-12T00:01:04.000,105,29.0,Ashland,NB,63rd,59th,0.5,1,6,0,4,6,41.7794635041,-87.6640374592,41.7867457704,-87.6642111674
2024-06-12T00:01:04.000,106,28.0,Ashland,NB,59th,55th,0.5,1,2,0,4,6,41.7867457704,-87.6642111674,41.7940232957,-87.6643984668
2024-06-12T00:01:05.000,114,20.0,Ashland,NB,Cermak,18th,0.4,1,9,0,4,6,41.8523299896,-87.6658407141,41.8577926807,-87.6659546034
2024-06-12T00:01:05.000,115,20.0,Ashland,NB,18th,Roosevelt,0.6,1,11,0,4,6,41.8577926807,-87.6659546034,41.8668604234,-87.6661999959
2024-06-12T00:01:05.000,116,27.0,Ashland,NB,Roosevelt,Harrison,0.5,1,8,0,4,6,41.8668604234,-87.6661999959,41.8741993673,-87.6664153537
2024-06-12T00:01:05.000,117,20.0,Ashland,NB,Harrison,Washington,0.6,1,3,0,4,6,41.8741993673,-87.6664153537,41.8832979102,-87.6666877975
2024-06-12T00:01:05.000,122,23.0,Ashland,NB,North Ave,Elston,0.55,1,4,0,4,6,41.9106292239,-87.6675079387,41.9185457037,-87.6679092691
2024-06-12T00:01:05.000,123,23.0,Ashland,NB,Elston,Fullerton,0.45,1,5,0,4,6,41.9185457037,-87.6679092691,41.9251505156,-87.6679620918
2024-06-12T00:01:05.000,124,27.0,Ashland,NB,Fullerton,Diversey,0.5,1,4,0,4,6,41.9251505156,-87.6679620918,41.932402477,-87.668210266
2024-06-12T00:01:05.000,125,20.0,Ashland,NB,Diversey,Belmont,0.5,1,9,0,4,6,41.932402477,-87.668210266,41.939695436,-87.6684779112
2024-06-12T00:01:05.000,126,23.0,Ashland,NB,Belmont,Addison,0.5,1,7,0,4,6,41.939695436,-87.6684779112,41.9469890515,-87.6686743455
2024-06-13T00:01:03.000,133,33.0,Ashland,SB,91st,95th,0.5,1,8,0,5,6,41.7284832358,-87.6630347385,41.7212162434,-87.6628665545
2024-06-13T00:01:03.000,132,21.0,Ashland,NB,Bryn Mawr,Clark,0.23,1,1,0,5,6,41.9834747775,-87.6696322417,41.9867518859,-87.6695265292
2024-06-13T00:01:03.000,134,23.0,Ashland,SB,87th,91st,0.5,1,7,0,5,6,41.7357908525,-87.6632483146,41.7284832358,-87.6630347385
2024-06-13T00:01:03.000,135,29.0,Ashland,SB,83rd,87th,0.5,1,6,0,5,6,41.7430778317,-87.6634347632,41.7357908525,-87.6632483146
2024-06-13T00:01:03.000,136,31.0,Ashland,SB,79th,83rd,0.5,1,6,0,5,6,41.7503581457,-87.663620583,41.7430778317,-87.6634347632
2024-06-13T00:01:03.000,145,33.0,Ashland,SB,Pershing,43rd,0.5,2,15,0,5,6,41.8231529963,-87.6654916893,41.8158718637,-87.6653316028
2024-06-13T00:01:03.000,146,25.0,Ashland,SB,35th,Pershing,0.5,2,6,0,5,6,41.8305024208,-87.6657517025,41.8231529963,-87.6654916893
2024-06-13T00:01:03.000,147,30.0,Ashland,SB,Archer,35th,0.5,1,5,0,5,6,41.8376849226,-87.6659250887,41.8305024208,-87.6657517025
2024-06-13T00:01:03.000,150,23.0,Ashland,SB,Roosevelt,18th,0.6,1,5,0,5,6,41.8668625554,-87.6665671071,41.8577948131,-87.6663216627
2024-06-13T00:01:03.000,151,25.0,Ashland,SB,Harrison,Roosevelt,0.5,1,10,0,5,6,41.8742014988,-87.6667825068,41.8668625554,-87.6665671071
2024-06-13T00:01:03.000,152,28.0,Ashland,SB,Washington,Harrison,0.6,1,14,0,5,6,41.8833000413,-87.6670550027,41.8742014988,-87.6667825068
2024-06-13T00:01:03.000,161,26.0,Ashland,SB,Addison,Belmont,0.5,1,7,0,5,6,41.9469911788,-87.6690419162,41.9396975636,-87.6688454399
2024-06-13T00:01:03.000,162,28.0,Ashland,SB,Irving Park,Addison,0.5,1,7,0,5,6,41.9542914171,-87.6692326667,41.9469911788,-87.6690419162
2024-06-13T00:01:03.000,166,31.0,Ashland,SB,Bryn Mawr,Foster,0.5,1,3,0,5,6,41.9834769032,-87.6700000222,41.976173197,-87.6697976396
2024-06-13T00:01:03.000,171,23.0,55th,WB,Central Park,Pulaski,0.5,1,7,0,5,6,41.7934149656,-87.7136045062,41.7933416014,-87.7231576487
2024-06-13T00:01:03.000,172,17.0,55th,WB,Kedzie,Central Park,0.5,1,12,0,5,6,41.793651115,-87.7035527348,41.7934149656,-87.7136045062
2024-06-13T00:01:03.000,173,17.0,55th,WB,California,Kedzie,0.5,1,9,0,5,6,41.7938280159,-87.6937965741,41.793651115,-87.7035527348
2024-06-13T00:01:03.000,174,20.0,55th,WB,Western,California,0.5,2,20,0,5,6,41.7940137889,-87.684040386,41.7938280159,-87.6937965741
2024-06-13T00:01:03.000,175,25.0,Garfield,WB,Damen,Western,0.5,2,16,0,5,6,41.7940535229,-87.6742991606,41.7940137889,-87.684040386
2024-06-13T00:01:04.000,1,35.0,55th,EB,Pulaski,Central Park,0.5,1,10,0,5,6,41.7930671862,-87.7231602513,41.793140551,-87.7136071496
2024-06-13T00:01:04.000,2,27.0,55th,EB,Central Park,Kedzie,0.5,1,14,0,5,6,41.793140551,-87.7136071496,41.7933767009,-87.7035554211
2024-06-13T00:01:04.000,3,27.0,55th,EB,Kedzie,California,0.5,1,10,0,5,6,41.7933767009,-87.7035554211,41.7935536023,-87.693799302
2024-06-13T00:01:04.000,4,27.0,55th,EB,California,Western,0.5,1,12,0,5,6,41.7935536023,-87.693799302,41.7937393759,-87.6840431555
2024-06-13T00:01:04.000,9,25.0,Garfield,EB,Halsted,Dan Ryan Expy,0.72,1,20,0,5,6,41.7941646462,-87.6451618298,41.7943974487,-87.6311283131
2024-06-13T00:01:04.000,10,23.0,Garfield,EB,Dan Ryan Expy,State,0.27,1,6,0,5,6,41.7943974487,-87.6311283131,41.7945059819,-87.625702556
2024-06-13T00:01:04.000,11,18.0,Garfield,EB,State,Dr Martin L King Jr,0.5,1,8,0,5,6,41.7945059819,-87.625702556,41.7946636061,-87.6159826042
2024-06-13T00:01:04.000,31,29.0,Pulaski,NB,59th,55th,0.5,1,7,0,5,6,41.7859356046,-87.722778136,41.7932034198,-87.7230445278
2024-06-13T00:01:04.000,32,19.0,Pulaski,NB,55th,Archer,0.62,1,12,0,5,6,41.7932034198,-87.7229756027,41.802316468,-87.7233273471
2024-06-13T00:01:04.000,33,27.0,Pulaski,NB,Archer,47th,0.38,1,7,0,5,6,41.802316468,-87.7232409373,41.8078826502,-87.7234560048
2024-06-13T00:01:04.000,37,25.0,Pulaski,NB,31st,26th,0.5,2,3,0,5,6,41.8368812942,-87.7241670914,41.8442541875,-87.7244396463
2024-06-13T00:01:04.000,38,31.0,Pulaski,NB,26th,Cermak,0.5,2,15,0,5,6,41.8442541875,-87.7243697591,41.8515455888,-87.7246442132
2024-06-13T00:01:04.000,39,33.0,Pulaski,NB,Cermak,16th,0.5,1,12,0,5,6,41.8515455888,-87.7245751041,41.8588673534,-87.7248408908
2024-06-13T00:01:04.000,40,34.0,Pulaski,NB,16th,Roosevelt,0.5,2,12,0,5,6,41.8588673534,-87.724771498,41.8661711575,-87.7250561494
2024-06-13T00:01:04.000,41,27.0,Pulaski,NB,Roosevelt,Van Buren,0.62,2,20,0,5,6,41.8661711575,-87.7249869344,41.8752753838,-87.7253813295
2024-06-13T00:01:04.000,42,29.0,Pulaski,NB,Van Buren,Washington,0.46,2,6,0,5,6,41.8752753838,-87.7252950746,41.8819364677,-87.7255863086
2024-06-13T00:01:04.000,43,27.0,Pulaski,NB,Washington,Lake,0.24,2,3,0,5,6,41.8819364677,-87.7255232056,41.8854658549,-87.7256546637
2024-06-13T00:01:04.000,44,33.0,Pulaski,NB,Lake,Chicago,0.68,2,4,0,5,6,41.8854658549,-87.7256212259,41.8953666789,-87.725990629
2024-06-13T00:01:04.000,46,21.0,Pulaski,NB,Division,Grand,0.24,1,10,0,5,6,41.9026704832,-87.7261192748,41.9061550576,-87.7262570347
2024-06-13T00:01:04.000,47,24.0,Pulaski,NB,Grand,North Ave,0.5,1,2,0,5,6,41.9061550576,-87.7262240305,41.9098857185,-87.7261823777
2024-06-13T00:01:04.000,48,27.0,Pulaski,NB,North Ave,Armitage,0.5,1,4,0,5,6,41.9098857185,-87.7261470243,41.9171651852,-87.7264442053
2024-06-13T00:01:04.000,49,17.0,Pulaski,NB,Armitage,Fullerton,0.5,2,5,0,5,6,41.9171651852,-87.7263752552,41.9244829851,-87.7266541696
2024-06-13T00:01:04.000,50,34.0,Pulaski,NB,Fullerton,Diversey,0.5,1,10,0,5,6,41.9244829851,-87.7265848616,41.9317893922,-87.726864157
2024-06-13T00:01:04.000,51,27.0,Pulaski,NB,Diversey,Milwaukee,0.65,1,16,0,5,6,41.9317893922,-87.726794963,41.9411668426,-87.7271516758
2024-06-13T00:01:04.000,52,29.0,Pulaski,NB,Milwaukee,Irving Park,0.85,1,15,0,5,6,41.9411668426,-87.7270628829,41.9536468185,-87.727551496
2024-06-13T00:01:04.000,178,21.0,Garfield,WB,Halsted,Racine,0.5,1,4,0,5,6,41.7944390571,-87.6451588943,41.7943090849,-87.6548728011
2024-06-13T00:01:04.000,179,28.0,Garfield,WB,Dan Ryan Expy,Halsted,0.72,1,15,0,5,6,41.7946718587,-87.6311253178,41.7944390571,-87.6451588943
2024-06-13T00:01:04.000,180,23.0,Garfield,WB,State,Dan Ryan Expy,0.27,1,9,0,5,6,41.7947803916,-87.6256995376,41.7946718587,-87.6311253178
2024-06-13T00:01:04.000,181,23.0,Garfield,WB,Dr Martin L King Jr,State,0.5,1,11,0,5,6,41.7949380152,-87.6159795443,41.7947803916,-87.6256995376
2024-06-13T00:01:04.000,185,25.0,87th,EB,Central Park,Kedzie,0.5,1,5,0,5,6,41.7348842334,-87.7119953299,41.735083368,-87.7020978703
2024-06-13T00:01:04.000,187,22.0,North,EB,Pulaski,Central Park,0.49,1,18,0,5,6,41.9097494848,-87.7263320051,41.9098569484,-87.7167020015
2024-06-13T00:01:04.000,188,25.0,North,EB,Central Park,Kedzie,0.5,1,9,0,5,6,41.9098569484,-87.7167020015,41.909978124,-87.7069618067
2024-06-13T00:01:04.000,189,25.0,North,EB,Kedzie,California,0.51,1,11,0,5,6,41.909978124,-87.7069618067,41.9100801383,-87.6970362251
2024-06-13T00:01:04.000,190,24.0,North,EB,California,Western,0.49,1,10,0,5,6,41.9100801383,-87.6970362251,41.9101836642,-87.6872220807
2024-06-13T00:01:04.000,194,25.0,North,EB,Elston,Halsted,0.72,1,2,0,5,6,41.9105689327,-87.6621624942,41.9107824177,-87.6482730398
2024-06-13T00:01:04.000,195,29.0,North,EB,Halsted,LaSalle,0.78,1,7,0,5,6,41.9107824177,-87.6482730398,41.9110250802,-87.6331523771
2024-06-13T00:01:04.000,196,31.0,North,WB,Oak Park,Harlem,0.56,1,12,0,5,6,41.9091729382,-87.7948024476,41.9090033229,-87.8057579864
2024-06-13T00:01:04.000,197,30.0,North,WB,Narragansett,Oak Park,0.5,1,11,0,5,6,41.909248873,-87.7849627555,41.9091729382,-87.7948024476
2024-06-13T00:01:04.000,198,30.0,North,WB,Austin,Narragansett,0.48,1,10,0,5,6,41.9093998422,-87.7756143071,41.909248873,-87.7849627555
2024-06-13T00:01:04.000,199,27.0,North,WB,Central,Austin,0.51,1,1,0,5,6,41.9095159354,-87.7657229523,41.9093998422,-87.7756143071
2024-06-13T00:01:04.000,202,23.0,North,WB,Kostner,Cicero,0.5,1,7,0,5,6,41.9098927671,-87.7362618327,41.9097629867,-87.7461131909
2024-06-13T00:01:04.000,203,20.0,North,WB,Pulaski,Kostner,0.51,1,14,0,5,6,41.9100238945,-87.7263294053,41.9098927671,-87.7362618327
2024-06-13T00:01:04.000,204,18.0,North,WB,Central Park,Pulaski,0.49,1,13,0,5,6,41.9101313576,-87.7166993605,41.9100238945,-87.7263294053
2024-06-13T00:01:04.000,205,18.0,North,WB,Kedzie,Central Park,0.5,1,3,0,5,6,41.9102525328,-87.706959124,41.9101313576,-87.7166993605
2024-06-13T00:01:04.000,209,23.0,North,WB,Ashland,Damen,0.5,1,11,0,5,6,41.9107674921,-87.6676901941,41.9106099476,-87.6775846462
2024-06-13T00:01:04.000,210,25.0,North,WB,Elston,Ashland,0.28,1,5,0,5,6,41.910843339,-87.6621596195,41.9107674921,-87.6676901941
2024-06-13T00:01:05.000,63,29.0,Pulaski,SB,91st,95th,0.5,1,12,0,5,6,41.7279279345,-87.721966073,41.7205390182,-87.7215908065
2024-06-13T00:01:05.000,64,30.0,Pulaski,SB,87th,91st,0.5,1,4,0,5,6,41.7348605537,-87.7216776788,41.7279279345,-87.721966073
2024-06-13T00:01:05.000,65,26.0,Pulaski,SB,83rd,87th,0.5,1,13,0,5,6,41.7421819618,-87.7219287929,41.7348605537,-87.7216776788
2024-06-13T00:01:05.000,66,20.0,Pulaski,SB,79th,83rd,0.5,1,14,0,5,6,41.7495734287,-87.7221640524,41.7421819618,-87.7219287929
2024-06-13T00:01:05.000,67,30.0,Pulaski,SB,71st,79th,1.0,2,17,0,5,6,41.7641031795,-87.7226046555,41.7495734287,-87.7221640524
2024-06-13T00:01:05.000,72,26.0,Pulaski,SB,Archer,55th,0.62,1,2,0,5,6,41.8023203612,-87.72367443040001,41.793207314,-87.7234089919
2024-06-13T00:01:05.000,73,20.0,Pulaski,SB,47th,Archer,0.38,1,6,0,5,6,41.8078865428,-87.7238367819,41.8023203612,-87.72367443040001
2024-06-13T00:01:05.000,74,25.0,Pulaski,SB,43rd,47th,0.5,1,11,0,5,6,41.815198411,-87.7241121224,41.8078865428,-87.7238367819
2024-06-13T00:01:05.000,75,28.0,Pulaski,SB,I-55 Expy,43rd,0.53,4,17,0,5,6,41.8229936666,-87.7243007082,41.815198411,-87.7241121224
2024-06-13T00:01:05.000,76,27.0,Pulaski,SB,31st,I-55 Expy,0.95,4,30,0,5,6,41.8368851841,-87.7246009792,41.8229936666,-87.7243007082
2024-06-13T00:01:05.000,77,26.0,Pulaski,SB,26th,31st,0.5,4,23,0,5,6,41.8442580766,-87.72480373110001,41.8368851841,-87.7246009792
2024-06-13T00:01:05.000,78,27.0,Pulaski,SB,Cermak,26th,0.5,4,16,0,5,6,41.8515494772,-87.7250091595,41.8442580766,-87.72480373110001
2024-06-13T00:01:05.000,79,25.0,Pulaski,SB,16th,Cermak,0.5,1,12,0,5,6,41.858871241,-87.7252056371,41.8515494772,-87.7250091595
2024-06-13T00:01:05.000,80,25.0,Pulaski,SB,Roosevelt,16th,0.5,1,11,0,5,6,41.8661750444,-87.7254211571,41.858871241,-87.7252056371
2024-06-13T00:01:05.000,81,25.0,Pulaski,SB,Van Buren,Roosevelt,0.62,2,14,0,5,6,41.8752792694,-87.7257294016,41.8661750444,-87.7254211571
2024-06-13T00:01:05.000,82,26.0,Pulaski,SB,Washington,Van Buren,0.46,1,11,0,5,6,41.8819403523,-87.7259576089,41.8752792694,-87.7257294016
2024-06-13T00:01:05.000,85,29.0,Pulaski,SB,Division,Chicago,0.5,2,17,0,5,6,41.9026743655,-87.72655391580001,41.8953705621,-87.72633140960001
2024-06-13T00:01:05.000,86,20.0,Pulaski,SB,Grand,Division,0.24,2,3,0,5,6,41.9061589395,-87.7266587113,41.9026743655,-87.72655391580001
2024-06-13T00:01:05.000,92,29.0,Pulaski,SB,Irving Park,Milwaukee,0.85,1,18,0,5,6,41.9536506962,-87.72786858250001,41.9411707218,-87.72749796560001
2024-06-13T00:01:05.000,93,29.0,Pulaski,SB,Elston,Irving Park,0.4,1,6,0,5,6,41.9596167084,-87.72804055270001,41.9536506962,-87.72786858250001
2024-06-13T00:01:05.000,94,27.0,Pulaski,SB,Lawrence,Elston,0.6,1,15,0,5,6,41.96824521,-87.728279105,41.9596167084,-87.72804055270001
2024-06-13T00:01:05.000,97,21.0,Pulaski,SB,Peterson,Bryn Mawr,0.5,1,4,0,5,6,41.9901383429,-87.7288919771,41.9828344352,-87.728684246
2024-06-13T00:01:05.000,101,26.0,Ashland,NB,83rd,79th,0.5,1,2,0,5,6,41.7430756949,-87.6630683582,41.7503560091,-87.6632541367
2024-06-13T00:01:05.000,102,31.0,Ashland,NB,79th,71st,1.0,2,16,0,5,6,41.7503560091,-87.6632541367,41.7649079607,-87.663612718
2024-06-13T00:01:05.000,103,29.0,Ashland,NB,71st,67th,0.5,1,9,0,5,6,41.7649079607,-87.663612718,41.7721909488,-87.6638378447
2024-06-13T00:01:05.000,104,27.0,Ashland,NB,67th,63rd,0.5,1,9,0,5,6,41.7721909488,-87.6638378447,41.7794635041,-87.6640374592
2024-06-13T00:01:05.000,122,26.0,Ashland,NB,North Ave,Elston,0.55,1,9,0,5,6,41.9106292239,-87.6675079387,41.9185457037,-87.6679092691
2024-06-13T00:01:05.000,123,23.0,Ashland,NB,Elston,Fullerton,0.45,1,7,0,5,6,41.9185457037,-87.6679092691,41.9251505156,-87.6679620918
